ID,Rank,Name,GENDER,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,card
227255,289,Fran Kirby,F,83,84,82,77,86,42,60,86,82,85,80,87,80,88,78,73,78,71,80,77,74,86,88,93,82,86,82,35,71,36,43,39,78,72,58,45,CAM,4,4,Right,"157cm / 5'2""",52kg / 115lb,"['RW', 'CM']",32,England,Barclays WSL,Brighton,"['Finesse Shot', 'Technical']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/fran-kirby/227255,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/227255_en.webp
239345,296,Linda Dallmann,F,83,77,76,80,87,46,58,79,75,84,84,67,70,69,65,74,82,65,85,79,75,88,91,91,84,86,76,50,34,46,48,44,55,79,49,57,RM,4,4,Right,"158cm / 5'2""",51kg / 112lb,"['CAM', 'RW']",31,Germany,GPFBL,FC Bayern München,"['Finesse Shot', 'Incisive Pass', 'Technical']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/linda-dallmann/239345,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/239345_en.webp
259372,302,Athenea,F,83,86,78,75,83,25,72,84,87,82,82,75,72,85,63,82,80,60,81,57,60,84,83,73,81,85,72,26,74,16,20,16,83,78,69,70,RW,5,4,Right,"160cm / 5'3""",52kg / 115lb,"['RM', 'LM']",25,Spain,Liga F Moeve,Real Madrid,"['Low Driven Shot', 'Quick Step', 'Rapid']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/athenea/259372,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/259372_en.webp
227346,303,Griedge Mbock,F,83,64,55,66,66,84,83,64,64,53,51,73,48,44,59,59,50,45,80,77,54,61,61,53,76,73,79,81,88,81,88,82,83,68,90,84,CB,3,2,Right,"172cm / 5'8""",68kg / 150lb,,31,France,Arkema PL,Paris SG,"['Aerial Fortress', 'Pinged Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/griedge-mbock/227346,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/227346_en.webp
227069,307,Elena Linari,F,83,69,46,63,68,83,81,71,68,33,32,67,58,38,56,43,44,35,87,81,30,60,61,62,79,82,69,81,84,83,86,80,89,75,83,82,CB,4,2,Right,"173cm / 5'8""",65kg / 143lb,,31,Italy,Barclays WSL,London City,['Long Ball Pass'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/elena-linari/227069,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/227069_en.webp
227383,311,Kadeisha Buchanan,F,83,67,44,58,65,85,84,66,68,46,34,63,49,43,45,31,47,56,75,71,51,61,64,63,76,68,81,84,81,90,84,81,88,79,88,77,CB,3,2,Right,"170cm / 5'7""",65kg / 143lb,,30,Canada,Barclays WSL,Chelsea,"['Anticipate', 'Intercept', 'Jockey', 'Long Ball Pass', 'Slide Tackle']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kadeisha-buchanan/227383,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/227383_en.webp
247513,314,Vanessa Gilles,F,83,58,38,54,55,86,81,50,64,50,27,68,32,33,38,25,32,35,79,74,38,45,44,67,76,66,64,82,89,87,89,81,79,65,89,79,CB,3,2,Right,"174cm / 5'9""",58kg / 128lb,,30,Canada,GPFBL,FC Bayern München,"['Anticipate+', 'Aerial Fortress', 'Block', 'Long Ball Pass', 'Precision Header']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/vanessa-gilles/247513,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/247513_en.webp
226336,317,Crystal Dunn,F,82,85,76,80,82,75,79,85,85,80,75,80,76,75,74,69,84,68,85,82,80,80,83,89,80,82,83,83,54,71,79,79,79,80,80,75,CM,4,4,Right,"155cm / 5'1""",55kg / 121lb,"['RM', 'LB', 'CAM']",33,United States,Arkema PL,Paris SG,"['Quick Step', 'Rapid', 'Relentless']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/crystal-dunn/226336,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/226336_en.webp
272076,318,Racheal Kundananji,F,82,91,80,75,84,59,88,92,91,82,78,84,82,78,71,70,86,69,76,65,76,84,89,78,81,85,81,68,79,35,72,58,95,87,91,81,LM,5,4,Right,"175cm / 5'9""",65kg / 143lb,"['ST', 'LW']",25,Zambia,NWSL,Bay FC,"['Chip Shot', 'Enforcer', 'First Touch', 'Inventive', 'Precision Header', 'Quick Step', 'Rapid']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/racheal-kundananji/272076,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/272076_en.webp
272201,319,Gabriela García,F,82,71,80,79,80,78,89,72,71,84,80,81,82,68,73,71,81,70,84,80,69,81,74,73,82,82,81,81,90,75,77,72,95,91,92,79,CDM,4,3,Right,"185cm / 6'1""",73kg / 161lb,['CM'],29,Venezuela,Liga F Moeve,Atlético de Madrid,"['Aerial Fortress+', 'Bruiser', 'Incisive Pass', 'Jockey', 'Press Proven', 'Relentless']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gabriela-garcia/272201,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/272201_en.webp
245839,321,Hina Sugita,F,82,75,78,82,84,77,77,79,71,83,80,78,77,77,69,78,86,66,86,82,68,82,92,85,84,85,76,81,65,77,80,72,79,93,73,68,CDM,5,4,Left,"161cm / 5'3""",53kg / 117lb,['CM'],29,Japan,NWSL,Portland Thorns,"['Anticipate', 'Block', 'Finesse Shot', 'Incisive Pass', 'Press Proven', 'Relentless']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hina-sugita/245839,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/245839_en.webp
267336,322,Lo'eau LaBonta,F,82,84,78,79,81,73,78,83,84,81,79,78,74,81,81,74,85,67,82,78,77,79,80,90,78,83,79,82,57,69,78,67,77,94,71,77,CM,3,3,Right,"155cm / 5'1""",55kg / 121lb,['CDM'],33,United States,NWSL,KC Current,"['Anticipate', 'Press Proven', 'Relentless']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lo-eau-la-bonta/267336,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/267336_en.webp
233747,326,Sherida Spitse,F,82,67,76,83,75,83,81,65,69,64,67,86,84,78,87,82,73,87,86,88,91,69,69,70,77,83,87,84,68,85,85,86,78,80,83,78,CB,3,2,Right,"167cm / 5'6""",61kg / 134lb,['CDM'],35,Holland,Nederland Vrouwen Liga,Ajax,"['Dead Ball', 'Long Ball Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sherida-spitse/233747,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/233747_en.webp
227101,329,Emilie Haavi,F,82,88,77,79,85,64,71,88,88,80,77,76,79,72,71,82,80,71,80,76,82,85,92,92,80,83,84,65,71,58,66,63,83,77,69,64,LW,4,3,Right,"164cm / 5'5""",59kg / 130lb,"['RW', 'LM']",33,Norway,Calcio A Femminile,Roma,['Rapid'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emilie-haavi/227101,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/227101_en.webp
258789,331,Misa,F,82,84,77,77,80,61,84,59,63,14,17,58,19,17,29,20,30,21,33,27,18,22,56,55,78,18,34,21,15,14,18,19,74,30,56,31,GK,3,1,Left,"173cm / 5'8""",66kg / 146lb,,26,Spain,Liga F Moeve,Real Madrid,"['Cross Claimer', 'Deflector']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/misa/258789,84,77,77,84,80,https://ratings-images-prod.pulse.ea.com/FC26/components/items/258789_en.webp
267238,333,Denise O'Sullivan,F,82,82,72,71,78,79,81,80,83,81,71,78,71,51,67,45,78,59,81,78,58,78,74,72,82,80,79,81,64,78,84,78,82,81,81,82,CDM,3,3,Right,"163cm / 5'4""",56kg / 123lb,['CM'],32,Republic of Ireland,NWSL,NC Courage,"['Anticipate', 'Block', 'Intercept', 'Jockey', 'Slide Tackle']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/denise-o-sullivan/267238,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/267238_en.webp
267217,337,Sam Coffey,F,82,73,72,82,78,77,79,71,74,79,68,79,76,59,62,77,85,72,86,81,77,75,77,82,81,82,78,82,66,74,81,77,79,85,80,68,CM,3,3,Right,"164cm / 5'5""",60kg / 132lb,['CDM'],27,United States,NWSL,Portland Thorns,"['Anticipate', 'Block', 'Incisive Pass', 'Tiki Taka']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sam-coffey/267217,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/267217_en.webp
226335,338,Alyssa Naeher,F,82,83,81,83,80,46,87,45,48,14,19,62,14,12,42,17,64,15,55,45,14,28,57,56,70,40,62,21,16,18,19,20,62,39,54,25,GK,3,1,Right,"173cm / 5'8""",64kg / 141lb,,37,United States,NWSL,Chicago Stars FC,"['Far Throw+', 'Deflector']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alyssa-naeher/226335,83,81,83,87,80,https://ratings-images-prod.pulse.ea.com/FC26/components/items/226335_en.webp
265035,342,Elisa Senß,F,82,80,71,77,84,76,71,86,75,79,69,68,77,63,68,63,79,72,84,82,71,82,84,84,81,87,80,79,43,78,83,75,67,82,62,80,CM,3,4,Right,"161cm / 5'3""",55kg / 121lb,['CAM'],28,Germany,GPFBL,Frankfurt,"['Jockey', 'Technical', 'Tiki Taka']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/elisa-sen/265035,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/265035_en.webp
265275,347,Leah Galton,F,82,73,82,81,80,62,79,72,73,85,82,86,83,76,62,82,83,67,85,77,76,82,65,66,85,83,84,61,68,56,67,60,82,81,85,62,LM,3,4,Left,"170cm / 5'7""",61kg / 134lb,"['CAM', 'LW']",31,England,Barclays WSL,Manchester Utd,"['Aerial Fortress', 'Enforcer', 'Rapid']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/leah-galton/265275,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/265275_en.webp
236640,351,Lynn Biyendolo,F,82,89,80,75,82,53,75,89,89,86,79,83,78,78,76,75,77,73,78,69,70,79,85,81,84,84,83,46,81,40,66,42,92,83,75,59,ST,3,4,Right,"172cm / 5'8""",62kg / 137lb,['CAM'],32,United States,NWSL,Seattle Reign,"['Aerial Fortress', 'Finesse Shot', 'Quick Step', 'Rapid']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lynn-biyendolo/236640,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/236640_en.webp
273946,352,Korbin Shrader,F,82,74,76,78,80,71,74,71,76,80,72,81,84,59,68,65,85,66,85,83,59,81,72,61,79,84,80,82,59,63,76,65,73,78,73,70,CM,3,3,Right,"172cm / 5'8""",62kg / 137lb,['CDM'],22,United States,Arkema PL,OL Lyonnes,['Technical'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/korbin-shrader/273946,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/273946_en.webp
264895,354,Constance Picaud,F,82,82,79,76,85,47,82,46,49,11,9,57,9,10,15,11,45,13,31,27,14,21,48,51,79,30,43,18,13,20,11,10,54,30,39,25,GK,2,1,Right,"180cm / 5'11""",62kg / 137lb,,27,France,Arkema PL,FC Fleury 91,['Far Reach'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/constance-picaud/264895,82,79,76,82,85,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264895_en.webp
272208,355,Manuela Vanegas,F,82,80,61,73,72,82,83,78,81,60,50,77,73,43,70,64,61,75,83,77,77,66,84,82,80,72,81,82,88,80,82,81,95,72,89,77,CB,2,2,Left,"167cm / 5'6""",68kg / 150lb,,25,Colombia,Barclays WSL,Brighton,"['Aerial Fortress', 'Bruiser', 'Dead Ball', 'Jockey', 'Slide Tackle']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/manuela-vanegas/272208,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/272208_en.webp
227348,357,Viviane Asseyi,F,82,88,82,77,81,50,71,85,90,85,83,83,80,70,78,78,79,78,80,67,74,81,79,78,78,83,78,48,75,45,52,40,87,72,77,49,LM,3,3,Right,"163cm / 5'4""",59kg / 130lb,"['ST', 'LB']",32,France,Barclays WSL,West Ham,"['Dead Ball', 'Rapid']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/viviane-asseyi/227348,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/227348_en.webp
242024,359,Sofia Huerta,F,82,83,58,75,78,77,78,81,84,65,46,73,67,59,68,82,64,67,79,75,78,75,83,79,78,81,80,75,76,80,76,80,88,87,79,60,RB,3,4,Right,"170cm / 5'7""",60kg / 132lb,['RM'],33,United States,NWSL,Seattle Reign,"['Incisive Pass', 'Pinged Pass', 'Relentless', 'Whipped Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sofia-huerta/242024,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/242024_en.webp
243775,362,Casey Murphy,F,82,84,78,78,82,40,86,40,41,13,12,59,11,11,19,16,57,14,51,50,14,28,58,51,71,31,54,15,15,12,12,16,60,27,54,18,GK,2,1,Right,"185cm / 6'1""",70kg / 154lb,,29,United States,NWSL,NC Courage,['Cross Claimer'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/casey-murphy/243775,84,78,78,86,82,https://ratings-images-prod.pulse.ea.com/FC26/components/items/243775_en.webp
264980,363,Sofie Svava,F,82,86,53,73,77,79,80,85,86,60,52,51,54,50,68,79,73,57,75,69,72,78,73,51,78,81,71,79,80,78,79,78,85,81,81,73,LB,3,4,Left,"173cm / 5'8""",67kg / 148lb,['LM'],25,Denmark,Arkema PL,OL Lyonnes,['Rapid'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sofie-svava/264980,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264980_en.webp
265377,364,Vanessa Fudalla,F,82,85,84,74,79,55,71,87,84,85,85,86,86,72,77,57,83,77,79,75,69,79,71,82,83,82,69,67,67,33,68,44,80,75,69,67,CAM,3,3,Left,"155cm / 5'1""",54kg / 119lb,"['ST', 'CM']",24,Germany,GPFBL,Leverkusen,"['Dead Ball', 'Power Shot']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/vanessa-fudalla/265377,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/265377_en.webp
241545,366,Ouleymata Sarr,F,82,87,77,77,83,45,78,81,92,85,80,79,71,67,69,72,76,68,84,73,74,84,83,62,79,86,81,39,80,45,41,36,92,79,84,58,ST,4,4,Right,"175cm / 5'9""",61kg / 134lb,,30,France,NWSL,Washington Spirit,"['Chip Shot', 'Finesse Shot', 'Quick Step', 'Rapid']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ouleymata-sarr/241545,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/241545_en.webp
235659,370,Nikita Parris,F,82,90,82,77,83,47,67,91,89,85,83,82,80,74,76,75,80,68,82,66,71,84,89,83,84,83,70,45,74,41,49,39,84,74,64,63,ST,4,4,Right,"162cm / 5'4""",54kg / 119lb,"['RM', 'RW']",32,England,Barclays WSL,London City,"['First Touch', 'Precision Header', 'Rapid']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nikita-parris/235659,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/235659_en.webp
226897,374,Bia Zaneratto,F,82,72,81,73,83,50,83,74,71,82,86,83,76,72,64,60,81,60,79,71,72,84,84,59,86,87,74,46,73,40,54,50,86,82,85,78,ST,3,4,Left,"174cm / 5'9""",72kg / 159lb,['CAM'],32,Brazil,NWSL,KC Current,['Technical'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bia-zaneratto/226897,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/226897_en.webp
267339,375,Hailie Mace,F,82,76,60,75,74,82,75,77,75,62,48,76,72,59,47,75,70,69,79,71,79,71,81,54,80,77,74,82,77,84,83,80,85,81,73,68,RB,3,3,Right,"168cm / 5'6""",62kg / 137lb,"['LB', 'LM']",29,United States,NWSL,KC Current,"['Incisive Pass', 'Intercept', 'Long Ball Pass', 'Pinged Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hailie-mace/267339,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/267339_en.webp
239344,377,Carolin Simon,F,82,75,57,75,79,80,73,82,70,70,50,68,70,38,39,81,59,83,79,75,70,78,71,78,83,84,73,79,77,81,80,79,84,81,67,74,LB,4,4,Left,"173cm / 5'8""",66kg / 146lb,['LM'],33,Germany,GPFBL,FC Bayern München,"['Bruiser', 'Dead Ball', 'Long Throw', 'Whipped Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/carolin-simon/239344,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/239344_en.webp
264922,381,Kristin Kögel,F,82,86,79,77,80,46,69,88,85,84,83,73,76,75,70,76,79,78,80,74,65,79,80,84,83,83,71,55,69,39,40,39,80,79,65,65,LM,4,3,Left,"157cm / 5'2""",54kg / 119lb,['LW'],26,Germany,GPFBL,Leverkusen,['Intercept'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kristin-kogel/264922,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264922_en.webp
264939,382,Lara Prašnikar,F,82,78,80,74,82,44,79,80,76,85,84,75,77,81,70,67,79,70,81,66,67,83,76,76,83,86,72,51,80,41,34,36,89,90,78,67,ST,4,4,Right,"171cm / 5'7""",64kg / 141lb,['CAM'],27,Slovenia,NWSL,Utah Royals FC,"['First Touch', 'Technical']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lara-prasnikar/264939,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264939_en.webp
241491,387,Johanna Kaneryd,F,82,83,75,79,80,49,68,82,84,77,80,70,72,70,62,81,79,64,81,78,71,84,70,69,75,82,72,37,50,56,50,44,70,79,63,68,RM,3,4,Right,"163cm / 5'4""",58kg / 128lb,['RW'],29,Sweden,Barclays WSL,Chelsea,"['Low Driven Shot', 'Quick Step', 'Technical']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/johanna-kaneryd/241491,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/241491_en.webp
258706,391,Melvine Malard,F,82,81,81,79,84,41,67,83,79,80,84,77,79,84,70,80,81,67,82,73,73,86,86,66,79,84,78,38,68,38,40,34,81,67,71,52,LM,4,3,Right,"171cm / 5'7""",62kg / 137lb,"['ST', 'LW']",25,France,Barclays WSL,Manchester Utd,"['Acrobatic', 'Quick Step']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/melvine-malard/258706,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/258706_en.webp
226997,394,Saki Kumagai,F,82,45,70,76,79,84,78,47,44,84,77,62,74,20,60,60,82,66,85,77,57,80,56,83,82,84,70,81,81,87,83,83,78,76,77,83,CB,4,3,Right,"172cm / 5'8""",63kg / 139lb,"['CDM', 'CM']",35,Japan,Barclays WSL,London City,"['Anticipate', 'Intercept', 'Long Ball Pass', 'Press Proven']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/saki-kumagai/226997,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/226997_en.webp
266091,396,Ashley Sanchez,F,82,83,75,81,84,38,70,84,82,84,72,76,81,76,71,78,86,70,85,76,70,82,87,83,87,85,82,32,75,37,31,33,86,81,74,42,RW,3,4,Right,"163cm / 5'4""",56kg / 123lb,"['RM', 'CAM']",27,United States,NWSL,NC Courage,"['Anticipate', 'Jockey', 'Long Ball Pass', 'Technical', 'Whipped Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ashley-sanchez/266091,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/266091_en.webp
257530,401,Sophia Kleinherne,F,82,79,46,73,73,84,74,73,84,33,48,62,33,33,50,73,65,30,82,79,60,64,77,83,79,83,73,81,82,86,84,82,85,72,72,79,CB,4,3,Right,"169cm / 5'7""",56kg / 123lb,,25,Germany,GPFBL,VfL Wolfsburg,"['Block', 'Long Ball Pass', 'Slide Tackle', 'Whipped Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sophia-kleinherne/257530,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/257530_en.webp
273136,402,Lorena,F,82,79,81,78,82,29,80,29,29,11,15,59,22,19,33,17,57,22,55,52,20,30,24,57,82,36,46,12,13,11,15,14,55,40,50,28,GK,2,1,Right,"183cm / 6'0""",78kg / 172lb,,28,Brazil,NWSL,KC Current,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lorena/273136,79,81,78,80,82,https://ratings-images-prod.pulse.ea.com/FC26/components/items/273136_en.webp
264864,412,Kessya Bussy,F,82,84,79,76,85,43,58,82,86,81,81,77,80,63,74,78,77,63,78,71,74,87,83,81,75,85,77,37,66,34,48,43,69,77,49,53,LW,3,3,Right,"165cm / 5'5""",52kg / 115lb,"['RW', 'LM']",24,France,GPFBL,VfL Wolfsburg,"['Finesse Shot', 'Gamechanger', 'Low Driven Shot', 'Quick Step', 'Technical']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kessya-bussy/264864,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264864_en.webp
233364,413,Stina Blackstenius,F,82,82,84,62,82,39,75,79,85,85,88,86,79,79,65,53,67,55,70,50,64,86,68,71,82,82,80,36,65,43,32,26,83,75,84,52,ST,4,4,Right,"174cm / 5'9""",65kg / 143lb,,30,Sweden,Barclays WSL,Arsenal,"['Enforcer', 'Finesse Shot', 'Gamechanger', 'Rapid']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/stina-blackstenius/233364,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/233364_en.webp
233150,414,Leila Ouahabi,F,82,73,52,71,72,81,74,74,73,60,51,59,54,30,46,80,47,44,83,73,70,67,70,72,80,81,68,79,77,85,81,81,85,79,77,58,LB,3,3,Left,"170cm / 5'7""",58kg / 128lb,['LM'],33,Spain,Barclays WSL,Manchester City,['Jockey'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/leila-ouahabi/233150,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/233150_en.webp
243263,416,Ashley Hatch,F,82,70,83,73,80,47,69,71,69,86,83,84,82,77,79,63,70,72,84,70,61,78,83,64,84,85,81,45,80,40,48,39,85,73,77,41,ST,4,4,Right,"173cm / 5'8""",65kg / 143lb,"['LM', 'LW']",30,United States,NWSL,Washington Spirit,"['Aerial Fortress', 'Precision Header', 'Technical']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ashley-hatch/243263,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/243263_en.webp
271944,418,Maria Méndez,F,82,74,53,69,66,82,77,72,76,55,53,52,55,43,62,60,59,45,83,78,50,53,71,65,83,82,65,81,83,83,82,80,88,68,80,77,CB,2,2,Right,"173cm / 5'8""",63kg / 139lb,,24,Spain,Liga F Moeve,Real Madrid,"['Aerial Fortress', 'Intercept', 'Jockey', 'Long Ball Pass', 'Precision Header']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maria-mendez/271944,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/271944_en.webp
226375,421,Kathrin Hendrich,F,82,73,44,70,72,83,76,73,73,59,42,64,27,30,56,62,54,49,84,78,72,66,79,62,80,80,70,82,84,85,82,83,85,81,71,81,CB,3,2,Right,"173cm / 5'8""",55kg / 121lb,,33,Germany,NWSL,Chicago Stars FC,"['Anticipate', 'Block', 'Jockey', 'Long Ball Pass', 'Pinged Pass', 'Slide Tackle']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kathrin-hendrich/226375,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/226375_en.webp
226987,422,Kosovare Asllani,F,82,76,80,81,79,46,56,77,75,85,80,78,78,85,88,72,86,78,84,82,81,79,79,79,82,80,77,45,62,66,28,30,68,71,53,44,CAM,4,4,Right,"166cm / 5'5""",58kg / 128lb,['CM'],36,Sweden,Barclays WSL,London City,"['Inventive', 'Technical']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kosovare-asllani/226987,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/226987_en.webp
265849,425,Maëlle Lakrar,F,82,74,46,67,70,83,77,70,77,48,42,61,46,36,39,54,59,39,81,76,60,65,65,56,79,79,76,80,83,81,87,83,86,75,78,76,CB,3,2,Right,"171cm / 5'7""",62kg / 137lb,,25,France,Liga F Moeve,Real Madrid,['Long Ball Pass'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maelle-lakrar/265849,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/265849_en.webp
264946,428,Signe Bruun,F,82,71,83,66,74,45,76,72,71,85,87,82,76,90,68,59,69,60,76,54,60,71,69,35,82,83,80,44,85,45,37,33,90,67,82,70,ST,3,3,Right,"178cm / 5'10""",68kg / 150lb,,27,Denmark,Liga F Moeve,Real Madrid,"['Acrobatic+', 'Precision Header']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/signe-bruun/264946,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264946_en.webp
226998,437,Magdalena Eriksson,F,82,58,46,72,66,83,82,56,59,54,40,56,44,47,56,73,57,52,80,83,63,59,70,59,83,71,84,79,87,88,80,80,85,77,83,86,CB,3,2,Left,"173cm / 5'8""",66kg / 146lb,,32,Sweden,GPFBL,FC Bayern München,"['Anticipate', 'Block', 'Precision Header']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/magdalena-eriksson/226998,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/226998_en.webp
256489,440,Bethany England,F,82,63,86,67,77,40,72,57,67,87,89,85,82,80,75,59,66,60,79,54,74,79,54,80,78,81,78,37,87,42,29,26,84,73,79,49,ST,4,3,Right,"166cm / 5'5""",59kg / 130lb,,31,England,Barclays WSL,Spurs,"['Enforcer', 'Precision Header', 'Press Proven']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bethany-england/256489,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/256489_en.webp
263012,446,Millie Turner,F,82,53,50,65,66,84,77,56,51,48,49,62,45,35,56,35,54,48,84,80,60,58,50,66,80,78,74,82,78,85,87,81,80,69,79,82,CB,4,2,Right,"170cm / 5'7""",62kg / 137lb,['CDM'],29,England,Barclays WSL,Manchester Utd,"['Aerial Fortress', 'Block']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/millie-turner/263012,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/263012_en.webp
